#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.139757E-01   0.141896E+08   0.141722E+08  -0.271477E+03   0.282963E+04   0.000000E+00   0.141869E+08   0.141869E+08   0.141889E+08  -0.335213E+00   0.740916E+07   0.740901E+07   0.359427E+01
   0.141319E-01   0.141258E+08   0.141080E+08   0.709851E+02   0.277810E+04   0.000000E+00   0.141230E+08   0.141230E+08   0.141249E+08  -0.333704E+00   0.737579E+07   0.737564E+07   0.361459E+01
   0.142897E-01   0.140614E+08   0.140434E+08   0.188309E+03   0.255582E+04   0.000000E+00   0.140586E+08   0.140586E+08   0.140605E+08  -0.332183E+00   0.734217E+07   0.734201E+07   0.363476E+01
   0.144494E-01   0.139966E+08   0.139783E+08   0.279414E+02   0.245374E+04   0.000000E+00   0.139938E+08   0.139938E+08   0.139956E+08  -0.330652E+00   0.730830E+07   0.730815E+07   0.365476E+01
   0.146109E-01   0.139314E+08   0.139127E+08  -0.126135E+03   0.252916E+04   0.000000E+00   0.139285E+08   0.139285E+08   0.139303E+08  -0.329109E+00   0.727420E+07   0.727403E+07   0.367458E+01
   0.147741E-01   0.138657E+08   0.138466E+08  -0.232197E+03   0.249657E+04   0.000000E+00   0.138627E+08   0.138627E+08   0.138644E+08  -0.327555E+00   0.723984E+07   0.723968E+07   0.369421E+01
   0.149392E-01   0.137995E+08   0.137801E+08  -0.391975E+03   0.229490E+04   0.000000E+00   0.137964E+08   0.137964E+08   0.137981E+08  -0.325990E+00   0.720524E+07   0.720507E+07   0.371365E+01
   0.151061E-01   0.137328E+08   0.137131E+08  -0.401292E+03   0.220775E+04   0.000000E+00   0.137297E+08   0.137297E+08   0.137314E+08  -0.324414E+00   0.717039E+07   0.717022E+07   0.373287E+01
   0.152749E-01   0.136656E+08   0.136456E+08  -0.989717E+02   0.227981E+04   0.000000E+00   0.136625E+08   0.136625E+08   0.136641E+08  -0.322826E+00   0.713530E+07   0.713513E+07   0.375187E+01
   0.154455E-01   0.135980E+08   0.135776E+08   0.139388E+03   0.222680E+04   0.000000E+00   0.135948E+08   0.135948E+08   0.135964E+08  -0.321228E+00   0.709996E+07   0.709978E+07   0.377064E+01
   0.156181E-01   0.135300E+08   0.135092E+08   0.708941E+01   0.204046E+04   0.000000E+00   0.135267E+08   0.135267E+08   0.135282E+08  -0.319618E+00   0.706438E+07   0.706420E+07   0.378915E+01
   0.157926E-01   0.134614E+08   0.134403E+08  -0.115765E+03   0.200244E+04   0.000000E+00   0.134581E+08   0.134581E+08   0.134596E+08  -0.317998E+00   0.702854E+07   0.702836E+07   0.380741E+01
   0.159691E-01   0.133924E+08   0.133709E+08   0.441294E+02   0.206475E+04   0.000000E+00   0.133890E+08   0.133890E+08   0.133905E+08  -0.316366E+00   0.699247E+07   0.699229E+07   0.382539E+01
   0.161475E-01   0.133229E+08   0.133011E+08   0.145795E+02   0.196128E+04   0.000000E+00   0.133195E+08   0.133195E+08   0.133209E+08  -0.314723E+00   0.695615E+07   0.695596E+07   0.384309E+01
   0.163279E-01   0.132530E+08   0.132307E+08  -0.383235E+03   0.181183E+04   0.000000E+00   0.132495E+08   0.132495E+08   0.132508E+08  -0.313069E+00   0.691958E+07   0.691940E+07   0.386048E+01
   0.165103E-01   0.131825E+08   0.131599E+08  -0.460226E+03   0.184073E+04   0.000000E+00   0.131790E+08   0.131790E+08   0.131803E+08  -0.311404E+00   0.688278E+07   0.688258E+07   0.387755E+01
   0.166948E-01   0.131116E+08   0.130887E+08  -0.648679E+01   0.185216E+04   0.000000E+00   0.131081E+08   0.131081E+08   0.131094E+08  -0.309728E+00   0.684572E+07   0.684553E+07   0.389430E+01
   0.168813E-01   0.130403E+08   0.130169E+08   0.214226E+03   0.170152E+04   0.000000E+00   0.130366E+08   0.130366E+08   0.130379E+08  -0.308041E+00   0.680843E+07   0.680823E+07   0.391070E+01
   0.170700E-01   0.129685E+08   0.129447E+08  -0.162991E+02   0.164202E+04   0.000000E+00   0.129648E+08   0.129648E+08   0.129660E+08  -0.306343E+00   0.677089E+07   0.677069E+07   0.392674E+01
   0.172607E-01   0.128962E+08   0.128721E+08  -0.847523E+02   0.169810E+04   0.000000E+00   0.128924E+08   0.128924E+08   0.128936E+08  -0.304634E+00   0.673311E+07   0.673291E+07   0.394240E+01
   0.174535E-01   0.128235E+08   0.127990E+08   0.179898E+02   0.160970E+04   0.000000E+00   0.128196E+08   0.128196E+08   0.128208E+08  -0.302914E+00   0.669510E+07   0.669489E+07   0.395766E+01
   0.176485E-01   0.127503E+08   0.127254E+08  -0.146997E+03   0.149326E+04   0.000000E+00   0.127464E+08   0.127464E+08   0.127475E+08  -0.301183E+00   0.665684E+07   0.665663E+07   0.397252E+01
   0.178457E-01   0.126766E+08   0.126513E+08  -0.312713E+03   0.153522E+04   0.000000E+00   0.126727E+08   0.126727E+08   0.126738E+08  -0.299442E+00   0.661834E+07   0.661813E+07   0.398696E+01
   0.180451E-01   0.126025E+08   0.125768E+08  -0.144336E+03   0.150677E+04   0.000000E+00   0.125985E+08   0.125985E+08   0.125996E+08  -0.297690E+00   0.657961E+07   0.657940E+07   0.400095E+01
   0.182467E-01   0.125280E+08   0.125019E+08   0.524825E+02   0.137653E+04   0.000000E+00   0.125239E+08   0.125239E+08   0.125250E+08  -0.295927E+00   0.654065E+07   0.654043E+07   0.401448E+01
   0.184506E-01   0.124530E+08   0.124265E+08   0.106738E+03   0.138893E+04   0.000000E+00   0.124489E+08   0.124489E+08   0.124499E+08  -0.294154E+00   0.650145E+07   0.650123E+07   0.402754E+01
   0.186568E-01   0.123776E+08   0.123506E+08   0.730504E+02   0.139462E+04   0.000000E+00   0.123734E+08   0.123734E+08   0.123743E+08  -0.292370E+00   0.646202E+07   0.646179E+07   0.404010E+01
   0.188652E-01   0.123017E+08   0.122743E+08  -0.125701E+03   0.127199E+04   0.000000E+00   0.122974E+08   0.122974E+08   0.122984E+08  -0.290576E+00   0.642236E+07   0.642213E+07   0.405215E+01
   0.190760E-01   0.122254E+08   0.121976E+08  -0.228955E+03   0.126477E+04   0.000000E+00   0.122210E+08   0.122210E+08   0.122220E+08  -0.288772E+00   0.638247E+07   0.638224E+07   0.406366E+01
   0.192891E-01   0.121486E+08   0.121204E+08  -0.779385E+02   0.128262E+04   0.000000E+00   0.121442E+08   0.121442E+08   0.121451E+08  -0.286957E+00   0.634236E+07   0.634212E+07   0.407463E+01
   0.195047E-01   0.120715E+08   0.120429E+08  -0.666022E+02   0.117046E+04   0.000000E+00   0.120670E+08   0.120670E+08   0.120679E+08  -0.285132E+00   0.630202E+07   0.630178E+07   0.408502E+01
   0.197226E-01   0.119939E+08   0.119648E+08  -0.580497E+02   0.115997E+04   0.000000E+00   0.119893E+08   0.119893E+08   0.119902E+08  -0.283297E+00   0.626147E+07   0.626123E+07   0.409483E+01
   0.199430E-01   0.119159E+08   0.118864E+08   0.181397E+03   0.117566E+04   0.000000E+00   0.119113E+08   0.119113E+08   0.119121E+08  -0.281453E+00   0.622069E+07   0.622045E+07   0.410403E+01
   0.201658E-01   0.118375E+08   0.118076E+08   0.574171E+02   0.107069E+04   0.000000E+00   0.118328E+08   0.118328E+08   0.118336E+08  -0.279599E+00   0.617971E+07   0.617946E+07   0.411260E+01
   0.203911E-01   0.117586E+08   0.117283E+08  -0.271923E+03   0.107147E+04   0.000000E+00   0.117539E+08   0.117539E+08   0.117547E+08  -0.277735E+00   0.613851E+07   0.613825E+07   0.412052E+01
   0.206189E-01   0.116794E+08   0.116487E+08  -0.122434E+03   0.107278E+04   0.000000E+00   0.116746E+08   0.116746E+08   0.116754E+08  -0.275861E+00   0.609710E+07   0.609684E+07   0.412778E+01
   0.208493E-01   0.115998E+08   0.115686E+08   0.138109E+02   0.976063E+03   0.000000E+00   0.115949E+08   0.115949E+08   0.115957E+08  -0.273979E+00   0.605548E+07   0.605523E+07   0.413435E+01
   0.210822E-01   0.115198E+08   0.114882E+08  -0.514542E+02   0.996428E+03   0.000000E+00   0.115149E+08   0.115149E+08   0.115156E+08  -0.272087E+00   0.601367E+07   0.601341E+07   0.414020E+01
   0.213178E-01   0.114394E+08   0.114074E+08   0.938035E+02   0.969772E+03   0.000000E+00   0.114344E+08   0.114344E+08   0.114351E+08  -0.270186E+00   0.597166E+07   0.597139E+07   0.414533E+01
   0.215560E-01   0.113587E+08   0.113262E+08   0.612952E+02   0.894118E+03   0.000000E+00   0.113536E+08   0.113536E+08   0.113543E+08  -0.268277E+00   0.592945E+07   0.592918E+07   0.414970E+01
   0.217968E-01   0.112776E+08   0.112447E+08  -0.152393E+03   0.927888E+03   0.000000E+00   0.112724E+08   0.112724E+08   0.112731E+08  -0.266359E+00   0.588706E+07   0.588679E+07   0.415331E+01
   0.220404E-01   0.111961E+08   0.111628E+08  -0.144008E+03   0.865531E+03   0.000000E+00   0.111909E+08   0.111909E+08   0.111915E+08  -0.264433E+00   0.584448E+07   0.584420E+07   0.415611E+01
   0.222866E-01   0.111143E+08   0.110805E+08  -0.321666E+02   0.833406E+03   0.000000E+00   0.111090E+08   0.111090E+08   0.111096E+08  -0.262498E+00   0.580172E+07   0.580144E+07   0.415811E+01
   0.225356E-01   0.110322E+08   0.109980E+08   0.893982E+02   0.851241E+03   0.000000E+00   0.110268E+08   0.110268E+08   0.110274E+08  -0.260556E+00   0.575879E+07   0.575851E+07   0.415926E+01
   0.227874E-01   0.109497E+08   0.109151E+08   0.345511E+02   0.772161E+03   0.000000E+00   0.109443E+08   0.109443E+08   0.109449E+08  -0.258606E+00   0.571569E+07   0.571540E+07   0.415956E+01
   0.230420E-01   0.108669E+08   0.108318E+08  -0.471481E+02   0.789914E+03   0.000000E+00   0.108614E+08   0.108614E+08   0.108620E+08  -0.256648E+00   0.567242E+07   0.567213E+07   0.415898E+01
   0.232995E-01   0.107839E+08   0.107483E+08  -0.511536E+02   0.755622E+03   0.000000E+00   0.107783E+08   0.107783E+08   0.107788E+08  -0.254684E+00   0.562900E+07   0.562871E+07   0.415749E+01
   0.235598E-01   0.107005E+08   0.106645E+08  -0.158146E+03   0.713082E+03   0.000000E+00   0.106949E+08   0.106949E+08   0.106954E+08  -0.252712E+00   0.558542E+07   0.558513E+07   0.415508E+01
   0.238230E-01   0.106168E+08   0.105805E+08   0.458712E+02   0.733298E+03   0.000000E+00   0.106111E+08   0.106111E+08   0.106117E+08  -0.250734E+00   0.554170E+07   0.554140E+07   0.415173E+01
   0.240892E-01   0.105329E+08   0.104961E+08   0.125808E+03   0.664292E+03   0.000000E+00   0.105272E+08   0.105272E+08   0.105277E+08  -0.248750E+00   0.549784E+07   0.549754E+07   0.414741E+01
   0.243584E-01   0.104488E+08   0.104115E+08  -0.807769E+02   0.683008E+03   0.000000E+00   0.104429E+08   0.104429E+08   0.104434E+08  -0.246760E+00   0.545385E+07   0.545355E+07   0.414210E+01
   0.246305E-01   0.103643E+08   0.103267E+08  -0.273424E+02   0.642031E+03   0.000000E+00   0.103585E+08   0.103585E+08   0.103589E+08  -0.244764E+00   0.540973E+07   0.540943E+07   0.413578E+01
   0.249057E-01   0.102797E+08   0.102417E+08  -0.959956E+02   0.622267E+03   0.000000E+00   0.102738E+08   0.102738E+08   0.102742E+08  -0.242762E+00   0.536550E+07   0.536519E+07   0.412844E+01
   0.251840E-01   0.101949E+08   0.101564E+08  -0.194054E+02   0.622676E+03   0.000000E+00   0.101889E+08   0.101889E+08   0.101893E+08  -0.240756E+00   0.532116E+07   0.532085E+07   0.412004E+01
   0.254654E-01   0.101098E+08   0.100710E+08   0.107026E+03   0.571741E+03   0.000000E+00   0.101038E+08   0.101038E+08   0.101042E+08  -0.238745E+00   0.527671E+07   0.527640E+07   0.411057E+01
   0.257499E-01   0.100246E+08   0.998539E+07  -0.117004E+02   0.592818E+03   0.000000E+00   0.100185E+08   0.100185E+08   0.100189E+08  -0.236730E+00   0.523218E+07   0.523186E+07   0.410001E+01
   0.260376E-01   0.993923E+07   0.989962E+07  -0.855836E+02   0.536298E+03   0.000000E+00   0.993303E+07   0.993303E+07   0.993344E+07  -0.234712E+00   0.518756E+07   0.518724E+07   0.408834E+01
   0.263285E-01   0.985371E+07   0.981372E+07  -0.523563E+02   0.554045E+03   0.000000E+00   0.984745E+07   0.984745E+07   0.984784E+07  -0.232689E+00   0.514286E+07   0.514254E+07   0.407554E+01
   0.266227E-01   0.976806E+07   0.972770E+07   0.232669E+02   0.510223E+03   0.000000E+00   0.976174E+07   0.976174E+07   0.976212E+07  -0.230664E+00   0.509810E+07   0.509777E+07   0.406159E+01
   0.269202E-01   0.968230E+07   0.964157E+07   0.318204E+02   0.513232E+03   0.000000E+00   0.967592E+07   0.967592E+07   0.967629E+07  -0.228636E+00   0.505328E+07   0.505295E+07   0.404648E+01
   0.272209E-01   0.959645E+07   0.955536E+07   0.311877E+02   0.486947E+03   0.000000E+00   0.959002E+07   0.959002E+07   0.959038E+07  -0.226607E+00   0.500842E+07   0.500809E+07   0.403018E+01
   0.275251E-01   0.951053E+07   0.946910E+07  -0.131493E+03   0.475299E+03   0.000000E+00   0.950404E+07   0.950404E+07   0.950439E+07  -0.224575E+00   0.496352E+07   0.496319E+07   0.401268E+01
   0.278326E-01   0.942456E+07   0.938279E+07   0.147519E+02   0.463115E+03   0.000000E+00   0.941802E+07   0.941802E+07   0.941836E+07  -0.222543E+00   0.491859E+07   0.491826E+07   0.399396E+01
   0.281436E-01   0.933856E+07   0.929647E+07   0.214217E+02   0.441868E+03   0.000000E+00   0.933198E+07   0.933198E+07   0.933230E+07  -0.220509E+00   0.487365E+07   0.487332E+07   0.397401E+01
   0.284581E-01   0.925256E+07   0.921015E+07   0.271099E+02   0.438093E+03   0.000000E+00   0.924592E+07   0.924592E+07   0.924624E+07  -0.218476E+00   0.482871E+07   0.482838E+07   0.395281E+01
   0.287760E-01   0.916657E+07   0.912385E+07  -0.340689E+02   0.412689E+03   0.000000E+00   0.915988E+07   0.915988E+07   0.916019E+07  -0.216443E+00   0.478378E+07   0.478344E+07   0.393034E+01
   0.290975E-01   0.908062E+07   0.903760E+07  -0.776271E+02   0.412322E+03   0.000000E+00   0.907389E+07   0.907389E+07   0.907418E+07  -0.214411E+00   0.473887E+07   0.473853E+07   0.390661E+01
   0.294226E-01   0.899473E+07   0.895143E+07   0.418176E+02   0.387085E+03   0.000000E+00   0.898795E+07   0.898795E+07   0.898824E+07  -0.212381E+00   0.469399E+07   0.469365E+07   0.388159E+01
   0.297514E-01   0.890892E+07   0.886536E+07   0.266540E+02   0.386236E+03   0.000000E+00   0.890211E+07   0.890211E+07   0.890238E+07  -0.210352E+00   0.464916E+07   0.464881E+07   0.385527E+01
   0.300838E-01   0.882323E+07   0.877940E+07  -0.308941E+02   0.364630E+03   0.000000E+00   0.881637E+07   0.881637E+07   0.881664E+07  -0.208326E+00   0.460438E+07   0.460403E+07   0.382765E+01
   0.304199E-01   0.873766E+07   0.869360E+07  -0.384726E+02   0.359953E+03   0.000000E+00   0.873077E+07   0.873077E+07   0.873103E+07  -0.206304E+00   0.455968E+07   0.455933E+07   0.379871E+01
   0.307598E-01   0.865226E+07   0.860797E+07  -0.205320E+02   0.345159E+03   0.000000E+00   0.864533E+07   0.864533E+07   0.864558E+07  -0.204285E+00   0.451506E+07   0.451471E+07   0.376845E+01
   0.311035E-01   0.856704E+07   0.852254E+07   0.686815E+02   0.333527E+03   0.000000E+00   0.856008E+07   0.856008E+07   0.856032E+07  -0.202271E+00   0.447053E+07   0.447018E+07   0.373687E+01
   0.314510E-01   0.848204E+07   0.843734E+07  -0.581127E+02   0.328272E+03   0.000000E+00   0.847504E+07   0.847504E+07   0.847528E+07  -0.200261E+00   0.442612E+07   0.442577E+07   0.370396E+01
   0.318024E-01   0.839727E+07   0.835239E+07  -0.105556E+02   0.307647E+03   0.000000E+00   0.839025E+07   0.839025E+07   0.839048E+07  -0.198258E+00   0.438184E+07   0.438149E+07   0.366971E+01
   0.321577E-01   0.831277E+07   0.826773E+07  -0.292967E+02   0.312512E+03   0.000000E+00   0.830572E+07   0.830572E+07   0.830594E+07  -0.196260E+00   0.433769E+07   0.433734E+07   0.363414E+01
   0.325170E-01   0.822856E+07   0.818338E+07   0.563043E+02   0.284422E+03   0.000000E+00   0.822149E+07   0.822149E+07   0.822170E+07  -0.194270E+00   0.429370E+07   0.429335E+07   0.359723E+01
   0.328804E-01   0.814467E+07   0.809937E+07  -0.478204E+02   0.294896E+03   0.000000E+00   0.813758E+07   0.813758E+07   0.813779E+07  -0.192287E+00   0.424988E+07   0.424953E+07   0.355900E+01
   0.332477E-01   0.806114E+07   0.801573E+07  -0.231796E+02   0.267113E+03   0.000000E+00   0.805403E+07   0.805403E+07   0.805423E+07  -0.190313E+00   0.420625E+07   0.420590E+07   0.351944E+01
   0.336192E-01   0.797798E+07   0.793248E+07   0.649001E+01   0.272403E+03   0.000000E+00   0.797086E+07   0.797086E+07   0.797105E+07  -0.188348E+00   0.416281E+07   0.416246E+07   0.347857E+01
   0.339948E-01   0.789523E+07   0.784967E+07   0.102419E+02   0.257089E+03   0.000000E+00   0.788810E+07   0.788810E+07   0.788828E+07  -0.186392E+00   0.411959E+07   0.411924E+07   0.343639E+01
   0.343747E-01   0.781291E+07   0.776731E+07  -0.234969E+02   0.246424E+03   0.000000E+00   0.780577E+07   0.780577E+07   0.780596E+07  -0.184447E+00   0.407660E+07   0.407625E+07   0.339291E+01
   0.347587E-01   0.773106E+07   0.768544E+07  -0.350667E+02   0.249014E+03   0.000000E+00   0.772392E+07   0.772392E+07   0.772410E+07  -0.182513E+00   0.403385E+07   0.403350E+07   0.334816E+01
   0.351471E-01   0.764971E+07   0.760408E+07   0.308945E+02   0.225774E+03   0.000000E+00   0.764257E+07   0.764257E+07   0.764274E+07  -0.180591E+00   0.399136E+07   0.399101E+07   0.330214E+01
   0.355398E-01   0.756887E+07   0.752327E+07  -0.170724E+02   0.232557E+03   0.000000E+00   0.756174E+07   0.756174E+07   0.756190E+07  -0.178681E+00   0.394915E+07   0.394880E+07   0.325487E+01
   0.359369E-01   0.748860E+07   0.744304E+07  -0.329801E+02   0.217898E+03   0.000000E+00   0.748147E+07   0.748147E+07   0.748163E+07  -0.176784E+00   0.390723E+07   0.390688E+07   0.320638E+01
   0.363384E-01   0.740890E+07   0.736342E+07   0.832883E+01   0.207816E+03   0.000000E+00   0.740178E+07   0.740178E+07   0.740194E+07  -0.174901E+00   0.386561E+07   0.386527E+07   0.315668E+01
   0.367444E-01   0.732981E+07   0.728443E+07  -0.542338E+01   0.212256E+03   0.000000E+00   0.732271E+07   0.732271E+07   0.732286E+07  -0.173033E+00   0.382432E+07   0.382397E+07   0.310581E+01
   0.371550E-01   0.725137E+07   0.720610E+07  -0.178095E+02   0.192856E+03   0.000000E+00   0.724428E+07   0.724428E+07   0.724443E+07  -0.171180E+00   0.378336E+07   0.378302E+07   0.305379E+01
   0.375701E-01   0.717359E+07   0.712847E+07  -0.189752E+02   0.192237E+03   0.000000E+00   0.716653E+07   0.716653E+07   0.716667E+07  -0.169342E+00   0.374275E+07   0.374241E+07   0.300065E+01
   0.379899E-01   0.709651E+07   0.705155E+07   0.890079E+01   0.190856E+03   0.000000E+00   0.708947E+07   0.708947E+07   0.708961E+07  -0.167521E+00   0.370251E+07   0.370217E+07   0.294643E+01
   0.384144E-01   0.702015E+07   0.697539E+07  -0.229011E+02   0.173581E+03   0.000000E+00   0.701314E+07   0.701314E+07   0.701327E+07  -0.165718E+00   0.366264E+07   0.366231E+07   0.289117E+01
   0.388436E-01   0.694454E+07   0.690000E+07  -0.873954E+01   0.175420E+03   0.000000E+00   0.693757E+07   0.693757E+07   0.693769E+07  -0.163932E+00   0.362317E+07   0.362284E+07   0.283490E+01
   0.392776E-01   0.686970E+07   0.682541E+07  -0.165014E+02   0.172471E+03   0.000000E+00   0.686277E+07   0.686277E+07   0.686289E+07  -0.162165E+00   0.358411E+07   0.358378E+07   0.277767E+01
   0.397164E-01   0.679566E+07   0.675166E+07   0.636149E+01   0.157251E+03   0.000000E+00   0.678878E+07   0.678878E+07   0.678890E+07  -0.160416E+00   0.354547E+07   0.354514E+07   0.271952E+01
   0.401602E-01   0.672246E+07   0.667875E+07  -0.333714E+02   0.157753E+03   0.000000E+00   0.671562E+07   0.671562E+07   0.671573E+07  -0.158687E+00   0.350726E+07   0.350694E+07   0.266052E+01
   0.406089E-01   0.665009E+07   0.660672E+07  -0.666809E+00   0.157189E+03   0.000000E+00   0.664331E+07   0.664331E+07   0.664342E+07  -0.156979E+00   0.346949E+07   0.346918E+07   0.260069E+01
   0.410626E-01   0.657860E+07   0.653558E+07  -0.729957E+01   0.143765E+03   0.000000E+00   0.657187E+07   0.657187E+07   0.657198E+07  -0.155291E+00   0.343219E+07   0.343187E+07   0.254011E+01
   0.415214E-01   0.650801E+07   0.646536E+07  -0.259878E+02   0.139810E+03   0.000000E+00   0.650133E+07   0.650133E+07   0.650144E+07  -0.153624E+00   0.339535E+07   0.339504E+07   0.247883E+01
   0.419853E-01   0.643832E+07   0.639609E+07   0.414136E+01   0.142499E+03   0.000000E+00   0.643171E+07   0.643171E+07   0.643181E+07  -0.151979E+00   0.335899E+07   0.335868E+07   0.241691E+01
   0.424544E-01   0.636956E+07   0.632776E+07  -0.288108E+02   0.134269E+03   0.000000E+00   0.636302E+07   0.636302E+07   0.636312E+07  -0.150356E+00   0.332311E+07   0.332281E+07   0.235441E+01
   0.429288E-01   0.630175E+07   0.626042E+07  -0.385782E+01   0.124494E+03   0.000000E+00   0.629528E+07   0.629528E+07   0.629538E+07  -0.148755E+00   0.328774E+07   0.328744E+07   0.229141E+01
   0.434084E-01   0.623490E+07   0.619405E+07  -0.419640E+01   0.124879E+03   0.000000E+00   0.622851E+07   0.622851E+07   0.622860E+07  -0.147177E+00   0.325286E+07   0.325257E+07   0.222798E+01
   0.438934E-01   0.616903E+07   0.612869E+07  -0.348605E+02   0.125168E+03   0.000000E+00   0.616272E+07   0.616272E+07   0.616280E+07  -0.145623E+00   0.321850E+07   0.321822E+07   0.216418E+01
   0.443839E-01   0.610414E+07   0.606434E+07   0.443468E+00   0.117105E+03   0.000000E+00   0.609791E+07   0.609791E+07   0.609800E+07  -0.144092E+00   0.318466E+07   0.318438E+07   0.210009E+01
   0.448798E-01   0.604025E+07   0.600102E+07  -0.771127E+01   0.109186E+03   0.000000E+00   0.603411E+07   0.603411E+07   0.603419E+07  -0.142584E+00   0.315134E+07   0.315106E+07   0.203580E+01
   0.453812E-01   0.597736E+07   0.593872E+07  -0.260593E+02   0.108472E+03   0.000000E+00   0.597131E+07   0.597131E+07   0.597139E+07  -0.141100E+00   0.311854E+07   0.311827E+07   0.197137E+01
   0.458882E-01   0.591548E+07   0.587745E+07  -0.386840E+01   0.109380E+03   0.000000E+00   0.590953E+07   0.590953E+07   0.590961E+07  -0.139640E+00   0.308627E+07   0.308601E+07   0.190691E+01
   0.464010E-01   0.585462E+07   0.581722E+07  -0.227159E+02   0.105094E+03   0.000000E+00   0.584876E+07   0.584876E+07   0.584884E+07  -0.138204E+00   0.305454E+07   0.305428E+07   0.184248E+01
   0.469194E-01   0.579476E+07   0.575802E+07  -0.150574E+02   0.975905E+02   0.000000E+00   0.578901E+07   0.578901E+07   0.578909E+07  -0.136792E+00   0.302333E+07   0.302308E+07   0.177819E+01
   0.474436E-01   0.573592E+07   0.569985E+07   0.794408E+01   0.927878E+02   0.000000E+00   0.573028E+07   0.573028E+07   0.573035E+07  -0.135405E+00   0.299265E+07   0.299241E+07   0.171412E+01
   0.479737E-01   0.567809E+07   0.564271E+07  -0.335036E+02   0.922123E+02   0.000000E+00   0.567255E+07   0.567255E+07   0.567262E+07  -0.134041E+00   0.296251E+07   0.296227E+07   0.165036E+01
   0.485097E-01   0.562125E+07   0.558658E+07  -0.167275E+02   0.924908E+02   0.000000E+00   0.561582E+07   0.561582E+07   0.561589E+07  -0.132700E+00   0.293288E+07   0.293265E+07   0.158701E+01
   0.490517E-01   0.556540E+07   0.553146E+07  -0.591999E+00   0.903034E+02   0.000000E+00   0.556009E+07   0.556009E+07   0.556016E+07  -0.131383E+00   0.290377E+07   0.290355E+07   0.152415E+01
   0.495998E-01   0.551054E+07   0.547734E+07  -0.291997E+02   0.855249E+02   0.000000E+00   0.550534E+07   0.550534E+07   0.550540E+07  -0.130089E+00   0.287518E+07   0.287496E+07   0.146190E+01
   0.501540E-01   0.545663E+07   0.542419E+07  -0.306522E+01   0.802854E+02   0.000000E+00   0.545155E+07   0.545155E+07   0.545161E+07  -0.128818E+00   0.284709E+07   0.284688E+07   0.140033E+01
   0.507144E-01   0.540366E+07   0.537200E+07  -0.936773E+01   0.765174E+02   0.000000E+00   0.539871E+07   0.539871E+07   0.539877E+07  -0.127570E+00   0.281949E+07   0.281928E+07   0.133956E+01
   0.512810E-01   0.535162E+07   0.532074E+07  -0.126387E+02   0.746540E+02   0.000000E+00   0.534679E+07   0.534679E+07   0.534684E+07  -0.126343E+00   0.279237E+07   0.279217E+07   0.127968E+01
   0.518540E-01   0.530048E+07   0.527038E+07  -0.204986E+02   0.739233E+02   0.000000E+00   0.529577E+07   0.529577E+07   0.529582E+07  -0.125137E+00   0.276573E+07   0.276554E+07   0.122078E+01
   0.524333E-01   0.525021E+07   0.522091E+07  -0.243118E+02   0.732751E+02   0.000000E+00   0.524562E+07   0.524562E+07   0.524568E+07  -0.123952E+00   0.273954E+07   0.273935E+07   0.116296E+01
   0.530192E-01   0.520078E+07   0.517228E+07   0.330556E+01   0.720416E+02   0.000000E+00   0.519632E+07   0.519632E+07   0.519637E+07  -0.122787E+00   0.271379E+07   0.271361E+07   0.110632E+01
   0.536116E-01   0.515216E+07   0.512447E+07  -0.262868E+02   0.700802E+02   0.000000E+00   0.514783E+07   0.514783E+07   0.514787E+07  -0.121642E+00   0.268846E+07   0.268829E+07   0.105095E+01
   0.542106E-01   0.510431E+07   0.507743E+07  -0.116756E+02   0.675930E+02   0.000000E+00   0.510010E+07   0.510010E+07   0.510015E+07  -0.120514E+00   0.266354E+07   0.266337E+07   0.996945E+00
   0.548163E-01   0.505720E+07   0.503112E+07  -0.156658E+02   0.648856E+02   0.000000E+00   0.505312E+07   0.505312E+07   0.505317E+07  -0.119404E+00   0.263900E+07   0.263884E+07   0.944395E+00
   0.554287E-01   0.501078E+07   0.498551E+07  -0.205139E+01   0.622100E+02   0.000000E+00   0.500683E+07   0.500683E+07   0.500687E+07  -0.118310E+00   0.261482E+07   0.261467E+07   0.893388E+00
   0.560480E-01   0.496502E+07   0.494054E+07  -0.402661E+01   0.597119E+02   0.000000E+00   0.496119E+07   0.496119E+07   0.496123E+07  -0.117231E+00   0.259098E+07   0.259084E+07   0.844009E+00
   0.566743E-01   0.491985E+07   0.489617E+07  -0.202132E+02   0.574445E+02   0.000000E+00   0.491615E+07   0.491615E+07   0.491619E+07  -0.116167E+00   0.256746E+07   0.256733E+07   0.796340E+00
   0.573075E-01   0.487525E+07   0.485234E+07  -0.767812E+01   0.554051E+02   0.000000E+00   0.487166E+07   0.487166E+07   0.487171E+07  -0.115116E+00   0.254423E+07   0.254410E+07   0.750458E+00
   0.579478E-01   0.483115E+07   0.480901E+07  -0.176057E+02   0.535695E+02   0.000000E+00   0.482769E+07   0.482769E+07   0.482773E+07  -0.114077E+00   0.252126E+07   0.252114E+07   0.706436E+00
   0.588582E-01   0.477003E+07   0.474895E+07  -0.163826E+02   0.535903E+02   0.000000E+00   0.476673E+07   0.476673E+07   0.476677E+07  -0.112637E+00   0.248943E+07   0.248931E+07   0.647939E+00
