#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.177217E+00   0.128078E+07   0.127423E+07  -0.819710E+00  -0.109354E+01   0.000000E+00   0.127975E+07   0.127975E+07   0.127975E+07  -0.302403E-01   0.668352E+06   0.668312E+06   0.749547E-01
   0.178127E+00   0.127391E+07   0.126750E+07  -0.465626E+00  -0.107659E+01   0.000000E+00   0.127290E+07   0.127290E+07   0.127290E+07  -0.300784E-01   0.664775E+06   0.664736E+06   0.723642E-01
   0.179037E+00   0.126717E+07   0.126089E+07  -0.108571E+01  -0.106004E+01   0.000000E+00   0.126618E+07   0.126618E+07   0.126619E+07  -0.299197E-01   0.661265E+06   0.661228E+06   0.698249E-01
   0.179948E+00   0.126054E+07   0.125440E+07  -0.227360E+00  -0.104386E+01   0.000000E+00   0.125958E+07   0.125958E+07   0.125958E+07  -0.297635E-01   0.657814E+06   0.657777E+06   0.673489E-01
   0.180858E+00   0.125400E+07   0.124799E+07   0.589301E-01  -0.102803E+01   0.000000E+00   0.125306E+07   0.125306E+07   0.125306E+07  -0.296095E-01   0.654410E+06   0.654374E+06   0.649477E-01
   0.181769E+00   0.124753E+07   0.124166E+07  -0.232633E+00  -0.101252E+01   0.000000E+00   0.124661E+07   0.124661E+07   0.124661E+07  -0.294572E-01   0.651044E+06   0.651010E+06   0.626315E-01
   0.182679E+00   0.124112E+07   0.123538E+07  -0.780874E+00  -0.997317E+00   0.000000E+00   0.124022E+07   0.124022E+07   0.124023E+07  -0.293062E-01   0.647707E+06   0.647674E+06   0.604099E-01
   0.183590E+00   0.123476E+07   0.122913E+07  -0.108664E+01  -0.982393E+00   0.000000E+00   0.123388E+07   0.123388E+07   0.123388E+07  -0.291562E-01   0.644391E+06   0.644359E+06   0.582911E-01
   0.184500E+00   0.122841E+07   0.122291E+07  -0.286731E+00  -0.967733E+00   0.000000E+00   0.122755E+07   0.122755E+07   0.122755E+07  -0.290067E-01   0.641087E+06   0.641056E+06   0.562825E-01
   0.185411E+00   0.122208E+07   0.121669E+07  -0.890103E+00  -0.953319E+00   0.000000E+00   0.122123E+07   0.122123E+07   0.122123E+07  -0.288575E-01   0.637788E+06   0.637758E+06   0.543902E-01
   0.186321E+00   0.121574E+07   0.121045E+07  -0.571545E+00  -0.939136E+00   0.000000E+00   0.121491E+07   0.121491E+07   0.121491E+07  -0.287080E-01   0.634486E+06   0.634456E+06   0.526195E-01
   0.187231E+00   0.120938E+07   0.120420E+07  -0.899815E+00  -0.925170E+00   0.000000E+00   0.120857E+07   0.120857E+07   0.120857E+07  -0.285582E-01   0.631174E+06   0.631146E+06   0.509742E-01
   0.188142E+00   0.120299E+07   0.119791E+07  -0.912163E+00  -0.911407E+00   0.000000E+00   0.120220E+07   0.120220E+07   0.120220E+07  -0.284077E-01   0.627847E+06   0.627819E+06   0.494574E-01
   0.189052E+00   0.119657E+07   0.119157E+07  -0.828818E-01  -0.897836E+00   0.000000E+00   0.119579E+07   0.119579E+07   0.119579E+07  -0.282562E-01   0.624500E+06   0.624472E+06   0.480710E-01
   0.189963E+00   0.119010E+07   0.118518E+07  -0.234186E+00  -0.884447E+00   0.000000E+00   0.118933E+07   0.118933E+07   0.118933E+07  -0.281036E-01   0.621127E+06   0.621100E+06   0.468158E-01
   0.190873E+00   0.118357E+07   0.117873E+07  -0.285552E-01  -0.871231E+00   0.000000E+00   0.118282E+07   0.118282E+07   0.118282E+07  -0.279497E-01   0.617724E+06   0.617698E+06   0.456915E-01
   0.191784E+00   0.117698E+07   0.117221E+07  -0.102272E+01  -0.858179E+00   0.000000E+00   0.117624E+07   0.117624E+07   0.117624E+07  -0.277943E-01   0.614289E+06   0.614264E+06   0.446971E-01
   0.192694E+00   0.117033E+07   0.116562E+07  -0.523294E+00  -0.845286E+00   0.000000E+00   0.116959E+07   0.116959E+07   0.116959E+07  -0.276372E-01   0.610819E+06   0.610794E+06   0.438305E-01
   0.193605E+00   0.116361E+07   0.115895E+07  -0.227129E+00  -0.832546E+00   0.000000E+00   0.116288E+07   0.116288E+07   0.116288E+07  -0.274785E-01   0.607312E+06   0.607286E+06   0.430887E-01
   0.194515E+00   0.115681E+07   0.115220E+07  -0.779215E+00  -0.819955E+00   0.000000E+00   0.115609E+07   0.115609E+07   0.115609E+07  -0.273181E-01   0.603766E+06   0.603741E+06   0.424680E-01
   0.195425E+00   0.114994E+07   0.114536E+07  -0.478311E+00  -0.807510E+00   0.000000E+00   0.114922E+07   0.114922E+07   0.114922E+07  -0.271559E-01   0.600181E+06   0.600156E+06   0.419639E-01
   0.196336E+00   0.114299E+07   0.113845E+07  -0.108052E+01  -0.795207E+00   0.000000E+00   0.114228E+07   0.114228E+07   0.114228E+07  -0.269919E-01   0.596557E+06   0.596532E+06   0.415711E-01
   0.197246E+00   0.113598E+07   0.113146E+07  -0.418952E+00  -0.783047E+00   0.000000E+00   0.113527E+07   0.113527E+07   0.113527E+07  -0.268262E-01   0.592895E+06   0.592870E+06   0.412838E-01
   0.198157E+00   0.112889E+07   0.112439E+07  -0.241575E+00  -0.771027E+00   0.000000E+00   0.112819E+07   0.112819E+07   0.112819E+07  -0.266588E-01   0.589195E+06   0.589171E+06   0.410957E-01
   0.199067E+00   0.112174E+07   0.111725E+07  -0.644107E-01  -0.759149E+00   0.000000E+00   0.112104E+07   0.112104E+07   0.112104E+07  -0.264899E-01   0.585461E+06   0.585437E+06   0.409998E-01
   0.199978E+00   0.111453E+07   0.111005E+07  -0.155086E+00  -0.747412E+00   0.000000E+00   0.111382E+07   0.111382E+07   0.111383E+07  -0.263194E-01   0.581694E+06   0.581669E+06   0.409889E-01
   0.200888E+00   0.110725E+07   0.110278E+07  -0.834152E+00  -0.735819E+00   0.000000E+00   0.110655E+07   0.110655E+07   0.110655E+07  -0.261476E-01   0.577897E+06   0.577872E+06   0.410554E-01
   0.201799E+00   0.109993E+07   0.109545E+07  -0.136020E-01  -0.724370E+00   0.000000E+00   0.109923E+07   0.109923E+07   0.109923E+07  -0.259746E-01   0.574073E+06   0.574048E+06   0.411913E-01
   0.202709E+00   0.109257E+07   0.108808E+07  -0.272287E+00  -0.713068E+00   0.000000E+00   0.109187E+07   0.109187E+07   0.109187E+07  -0.258006E-01   0.570227E+06   0.570201E+06   0.413886E-01
   0.203620E+00   0.108517E+07   0.108067E+07  -0.390457E+00  -0.701916E+00   0.000000E+00   0.108446E+07   0.108446E+07   0.108447E+07  -0.256257E-01   0.566361E+06   0.566336E+06   0.416392E-01
   0.204530E+00   0.107774E+07   0.107322E+07  -0.637527E+00  -0.690915E+00   0.000000E+00   0.107703E+07   0.107703E+07   0.107704E+07  -0.254501E-01   0.562481E+06   0.562455E+06   0.419347E-01
   0.205440E+00   0.107030E+07   0.106576E+07  -0.728042E+00  -0.680070E+00   0.000000E+00   0.106959E+07   0.106959E+07   0.106959E+07  -0.252741E-01   0.558591E+06   0.558565E+06   0.422670E-01
   0.206351E+00   0.106284E+07   0.105828E+07  -0.209483E+00  -0.669382E+00   0.000000E+00   0.106213E+07   0.106213E+07   0.106213E+07  -0.250978E-01   0.554696E+06   0.554669E+06   0.426278E-01
   0.207261E+00   0.105539E+07   0.105080E+07  -0.288836E+00  -0.658856E+00   0.000000E+00   0.105467E+07   0.105467E+07   0.105467E+07  -0.249216E-01   0.550800E+06   0.550774E+06   0.430092E-01
   0.208172E+00   0.104794E+07   0.104333E+07   0.121336E+00  -0.648493E+00   0.000000E+00   0.104722E+07   0.104722E+07   0.104722E+07  -0.247456E-01   0.546910E+06   0.546883E+06   0.434034E-01
   0.209082E+00   0.104052E+07   0.103588E+07  -0.392416E+00  -0.638298E+00   0.000000E+00   0.103979E+07   0.103979E+07   0.103979E+07  -0.245700E-01   0.543030E+06   0.543003E+06   0.438028E-01
   0.209993E+00   0.103312E+07   0.102846E+07  -0.322727E+00  -0.628273E+00   0.000000E+00   0.103239E+07   0.103239E+07   0.103239E+07  -0.243952E-01   0.539166E+06   0.539138E+06   0.442001E-01
   0.210903E+00   0.102576E+07   0.102107E+07   0.620324E-01  -0.618420E+00   0.000000E+00   0.102503E+07   0.102503E+07   0.102503E+07  -0.242212E-01   0.535321E+06   0.535293E+06   0.445884E-01
   0.211814E+00   0.101846E+07   0.101374E+07  -0.917043E-01  -0.608743E+00   0.000000E+00   0.101772E+07   0.101772E+07   0.101772E+07  -0.240484E-01   0.531503E+06   0.531474E+06   0.449613E-01
   0.212724E+00   0.101121E+07   0.100646E+07  -0.206116E+00  -0.599243E+00   0.000000E+00   0.101046E+07   0.101046E+07   0.101046E+07  -0.238771E-01   0.527715E+06   0.527686E+06   0.453126E-01
   0.213634E+00   0.100403E+07   0.999256E+06  -0.692041E+00  -0.589922E+00   0.000000E+00   0.100328E+07   0.100328E+07   0.100328E+07  -0.237073E-01   0.523963E+06   0.523933E+06   0.456367E-01
   0.214545E+00   0.996920E+06   0.992127E+06  -0.263474E+00  -0.580782E+00   0.000000E+00   0.996170E+06   0.996170E+06   0.996171E+06  -0.235393E-01   0.520250E+06   0.520221E+06   0.459285E-01
   0.215455E+00   0.989901E+06   0.985085E+06  -0.304876E+00  -0.571825E+00   0.000000E+00   0.989147E+06   0.989147E+06   0.989148E+06  -0.233733E-01   0.516583E+06   0.516553E+06   0.461832E-01
   0.216366E+00   0.982974E+06   0.978138E+06  -0.905005E-01  -0.563051E+00   0.000000E+00   0.982217E+06   0.982217E+06   0.982218E+06  -0.232096E-01   0.512963E+06   0.512933E+06   0.463968E-01
   0.217276E+00   0.976147E+06   0.971293E+06  -0.532846E-02  -0.554460E+00   0.000000E+00   0.975388E+06   0.975388E+06   0.975388E+06  -0.230482E-01   0.509397E+06   0.509366E+06   0.465657E-01
   0.220135E+00   0.955434E+06   0.950543E+06  -0.228626E+00  -0.528681E+00   0.000000E+00   0.954669E+06   0.954669E+06   0.954669E+06  -0.225586E-01   0.498576E+06   0.498546E+06   0.467745E-01
   0.223032E+00   0.935689E+06   0.930796E+06  -0.108896E+00  -0.504387E+00   0.000000E+00   0.934924E+06   0.934924E+06   0.934924E+06  -0.220920E-01   0.488265E+06   0.488234E+06   0.464486E-01
   0.225966E+00   0.917061E+06   0.912204E+06  -0.157849E+00  -0.481584E+00   0.000000E+00   0.916301E+06   0.916301E+06   0.916301E+06  -0.216520E-01   0.478539E+06   0.478508E+06   0.455578E-01
   0.228939E+00   0.899624E+06   0.894843E+06  -0.177463E+00  -0.460235E+00   0.000000E+00   0.898876E+06   0.898876E+06   0.898876E+06  -0.212402E-01   0.469439E+06   0.469409E+06   0.441210E-01
   0.231952E+00   0.883377E+06   0.878710E+06  -0.236837E+00  -0.440263E+00   0.000000E+00   0.882647E+06   0.882647E+06   0.882647E+06  -0.208568E-01   0.460963E+06   0.460934E+06   0.422033E-01
   0.235004E+00   0.868239E+06   0.863720E+06  -0.108180E+00  -0.421557E+00   0.000000E+00   0.867532E+06   0.867532E+06   0.867532E+06  -0.204996E-01   0.453069E+06   0.453041E+06   0.399088E-01
   0.238096E+00   0.854061E+06   0.849715E+06  -0.447192E-01  -0.403979E+00   0.000000E+00   0.853381E+06   0.853381E+06   0.853382E+06  -0.201652E-01   0.445679E+06   0.445652E+06   0.373705E-01
   0.241229E+00   0.840637E+06   0.836477E+06  -0.327164E+00  -0.387375E+00   0.000000E+00   0.839986E+06   0.839986E+06   0.839986E+06  -0.198487E-01   0.438683E+06   0.438658E+06   0.347371E-01
   0.244403E+00   0.827722E+06   0.823753E+06  -0.360745E+00  -0.371589E+00   0.000000E+00   0.827101E+06   0.827101E+06   0.827101E+06  -0.195442E-01   0.431954E+06   0.431930E+06   0.321597E-01
   0.247618E+00   0.815058E+06   0.811272E+06  -0.145671E+00  -0.356469E+00   0.000000E+00   0.814466E+06   0.814466E+06   0.814466E+06  -0.192457E-01   0.425355E+06   0.425333E+06   0.297775E-01
   0.250876E+00   0.802398E+06   0.798777E+06  -0.466913E-01  -0.341882E+00   0.000000E+00   0.801831E+06   0.801831E+06   0.801831E+06  -0.189471E-01   0.418756E+06   0.418735E+06   0.277052E-01
   0.254177E+00   0.789526E+06   0.786045E+06  -0.901428E-01  -0.327722E+00   0.000000E+00   0.788981E+06   0.788981E+06   0.788981E+06  -0.186435E-01   0.412045E+06   0.412025E+06   0.260228E-01
   0.257522E+00   0.776283E+06   0.772912E+06  -0.156159E+00  -0.313913E+00   0.000000E+00   0.775755E+06   0.775755E+06   0.775756E+06  -0.183309E-01   0.405138E+06   0.405119E+06   0.247696E-01
   0.260910E+00   0.762579E+06   0.759284E+06  -0.267356E+00  -0.300415E+00   0.000000E+00   0.762064E+06   0.762064E+06   0.762064E+06  -0.180074E-01   0.397988E+06   0.397969E+06   0.239418E-01
   0.264343E+00   0.748402E+06   0.745151E+06  -0.157272E+00  -0.287221E+00   0.000000E+00   0.747894E+06   0.747894E+06   0.747894E+06  -0.176726E-01   0.390587E+06   0.390568E+06   0.234946E-01
   0.267821E+00   0.733816E+06   0.730582E+06  -0.254004E+00  -0.274353E+00   0.000000E+00   0.733309E+06   0.733309E+06   0.733310E+06  -0.173279E-01   0.382971E+06   0.382952E+06   0.233490E-01
   0.271345E+00   0.718951E+06   0.715714E+06  -0.218520E-01  -0.261856E+00   0.000000E+00   0.718444E+06   0.718444E+06   0.718445E+06  -0.169767E-01   0.375208E+06   0.375189E+06   0.234020E-01
   0.274915E+00   0.703991E+06   0.700741E+06  -0.235196E-02  -0.249787E+00   0.000000E+00   0.703482E+06   0.703482E+06   0.703483E+06  -0.166231E-01   0.367394E+06   0.367374E+06   0.235391E-01
   0.278533E+00   0.689146E+06   0.685881E+06  -0.167511E+00  -0.238206E+00   0.000000E+00   0.688635E+06   0.688635E+06   0.688635E+06  -0.162723E-01   0.359640E+06   0.359620E+06   0.236478E-01
   0.282198E+00   0.674628E+06   0.671356E+06  -0.324541E-01  -0.227167E+00   0.000000E+00   0.674116E+06   0.674116E+06   0.674116E+06  -0.159292E-01   0.352057E+06   0.352037E+06   0.236302E-01
   0.285911E+00   0.660625E+06   0.657362E+06  -0.108558E+00  -0.216709E+00   0.000000E+00   0.660114E+06   0.660114E+06   0.660114E+06  -0.155984E-01   0.344745E+06   0.344725E+06   0.234146E-01
   0.289673E+00   0.647277E+06   0.644043E+06  -0.824436E-01  -0.206850E+00   0.000000E+00   0.646771E+06   0.646771E+06   0.646771E+06  -0.152831E-01   0.337777E+06   0.337757E+06   0.229616E-01
   0.293484E+00   0.634662E+06   0.631480E+06  -0.929955E-01  -0.197584E+00   0.000000E+00   0.634164E+06   0.634164E+06   0.634164E+06  -0.149852E-01   0.331192E+06   0.331173E+06   0.222680E-01
   0.297346E+00   0.622783E+06   0.619674E+06  -0.959306E-01  -0.188883E+00   0.000000E+00   0.622297E+06   0.622297E+06   0.622297E+06  -0.147047E-01   0.324995E+06   0.324976E+06   0.213642E-01
   0.301258E+00   0.611575E+06   0.608556E+06   0.360408E-01  -0.180699E+00   0.000000E+00   0.611102E+06   0.611102E+06   0.611103E+06  -0.144402E-01   0.319149E+06   0.319130E+06   0.203086E-01
   0.305222E+00   0.600911E+06   0.597994E+06  -0.106220E+00  -0.172968E+00   0.000000E+00   0.600454E+06   0.600454E+06   0.600455E+06  -0.141886E-01   0.313588E+06   0.313570E+06   0.191775E-01
   0.309238E+00   0.590626E+06   0.587814E+06  -0.108260E+00  -0.165623E+00   0.000000E+00   0.590186E+06   0.590186E+06   0.590186E+06  -0.139460E-01   0.308225E+06   0.308208E+06   0.180535E-01
   0.313307E+00   0.580539E+06   0.577828E+06  -0.149181E+00  -0.158595E+00   0.000000E+00   0.580115E+06   0.580115E+06   0.580115E+06  -0.137080E-01   0.302965E+06   0.302949E+06   0.170134E-01
   0.317429E+00   0.570482E+06   0.567862E+06  -0.753583E-01  -0.151828E+00   0.000000E+00   0.570072E+06   0.570072E+06   0.570072E+06  -0.134707E-01   0.297720E+06   0.297705E+06   0.161173E-01
   0.321606E+00   0.560323E+06   0.557776E+06  -0.137524E+00  -0.145277E+00   0.000000E+00   0.559924E+06   0.559924E+06   0.559924E+06  -0.132309E-01   0.292420E+06   0.292405E+06   0.154007E-01
   0.325837E+00   0.549982E+06   0.547492E+06  -0.120310E+00  -0.138916E+00   0.000000E+00   0.549592E+06   0.549592E+06   0.549592E+06  -0.129867E-01   0.287024E+06   0.287010E+06   0.148711E-01
   0.330125E+00   0.539445E+06   0.536995E+06  -0.775916E-01  -0.132739E+00   0.000000E+00   0.539062E+06   0.539062E+06   0.539062E+06  -0.127379E-01   0.281525E+06   0.281511E+06   0.145085E-01
   0.334468E+00   0.528761E+06   0.526336E+06  -0.764637E-01  -0.126752E+00   0.000000E+00   0.528382E+06   0.528382E+06   0.528382E+06  -0.124855E-01   0.275947E+06   0.275933E+06   0.142711E-01
   0.338869E+00   0.518028E+06   0.515620E+06  -0.808135E-01  -0.120973E+00   0.000000E+00   0.517651E+06   0.517651E+06   0.517651E+06  -0.122320E-01   0.270343E+06   0.270329E+06   0.141029E-01
   0.343328E+00   0.507375E+06   0.504982E+06  -0.111250E+00  -0.115427E+00   0.000000E+00   0.507001E+06   0.507001E+06   0.507001E+06  -0.119803E-01   0.264781E+06   0.264767E+06   0.139451E-01
   0.347845E+00   0.496939E+06   0.494562E+06  -0.803866E-01  -0.110135E+00   0.000000E+00   0.496567E+06   0.496567E+06   0.496567E+06  -0.117338E-01   0.259332E+06   0.259318E+06   0.137454E-01
   0.352422E+00   0.486835E+06   0.484484E+06  -0.781039E-01  -0.105110E+00   0.000000E+00   0.486467E+06   0.486467E+06   0.486467E+06  -0.114951E-01   0.254058E+06   0.254043E+06   0.134672E-01
   0.357059E+00   0.477142E+06   0.474828E+06  -0.372658E-01  -0.100359E+00   0.000000E+00   0.476780E+06   0.476780E+06   0.476780E+06  -0.112662E-01   0.248998E+06   0.248984E+06   0.130945E-01
   0.361757E+00   0.467886E+06   0.465618E+06  -0.554420E-01  -0.958726E-01   0.000000E+00   0.467531E+06   0.467531E+06   0.467531E+06  -0.110477E-01   0.244168E+06   0.244155E+06   0.126328E-01
   0.366517E+00   0.459038E+06   0.456827E+06  -0.489063E-01  -0.916328E-01   0.000000E+00   0.458692E+06   0.458692E+06   0.458692E+06  -0.108388E-01   0.239552E+06   0.239539E+06   0.121065E-01
   0.371340E+00   0.450526E+06   0.448376E+06  -0.313471E-01  -0.876134E-01   0.000000E+00   0.450190E+06   0.450190E+06   0.450190E+06  -0.106379E-01   0.235112E+06   0.235099E+06   0.115518E-01
   0.376226E+00   0.442248E+06   0.440160E+06  -0.242657E-01  -0.837848E-01   0.000000E+00   0.441921E+06   0.441921E+06   0.441921E+06  -0.104425E-01   0.230793E+06   0.230781E+06   0.110089E-01
   0.381176E+00   0.434097E+06   0.432067E+06  -0.327341E-01  -0.801188E-01   0.000000E+00   0.433779E+06   0.433779E+06   0.433779E+06  -0.102501E-01   0.226541E+06   0.226529E+06   0.105133E-01
   0.386191E+00   0.425981E+06   0.424003E+06  -0.307958E-01  -0.765926E-01   0.000000E+00   0.425672E+06   0.425672E+06   0.425672E+06  -0.100585E-01   0.222307E+06   0.222295E+06   0.100886E-01
   0.391273E+00   0.417845E+06   0.415910E+06  -0.396063E-01  -0.731911E-01   0.000000E+00   0.417542E+06   0.417542E+06   0.417543E+06  -0.986644E-02   0.218062E+06   0.218050E+06   0.974273E-02
   0.396421E+00   0.409675E+06   0.407774E+06  -0.248343E-01  -0.699081E-01   0.000000E+00   0.409378E+06   0.409378E+06   0.409378E+06  -0.967351E-02   0.213798E+06   0.213786E+06   0.946794E-02
   0.401637E+00   0.401500E+06   0.399627E+06  -0.531265E-01  -0.667449E-01   0.000000E+00   0.401207E+06   0.401207E+06   0.401207E+06  -0.948044E-02   0.209530E+06   0.209519E+06   0.924385E-02
   0.406922E+00   0.393381E+06   0.391531E+06  -0.573908E-02  -0.637074E-01   0.000000E+00   0.393091E+06   0.393091E+06   0.393091E+06  -0.928867E-02   0.205292E+06   0.205281E+06   0.904346E-02
   0.412276E+00   0.385392E+06   0.383567E+06  -0.457000E-01  -0.608027E-01   0.000000E+00   0.385106E+06   0.385106E+06   0.385106E+06  -0.909998E-02   0.201122E+06   0.201111E+06   0.884007E-02
   0.417700E+00   0.377603E+06   0.375805E+06  -0.192043E-01  -0.580363E-01   0.000000E+00   0.377322E+06   0.377322E+06   0.377322E+06  -0.891603E-02   0.197056E+06   0.197045E+06   0.861353E-02
   0.423196E+00   0.370060E+06   0.368294E+06  -0.294906E-01  -0.554092E-01   0.000000E+00   0.369784E+06   0.369784E+06   0.369784E+06  -0.873791E-02   0.193120E+06   0.193109E+06   0.835437E-02
   0.428765E+00   0.362777E+06   0.361047E+06  -0.116784E-01  -0.529170E-01   0.000000E+00   0.362506E+06   0.362506E+06   0.362506E+06  -0.856594E-02   0.189319E+06   0.189308E+06   0.806484E-02
   0.434406E+00   0.355732E+06   0.354042E+06  -0.195938E-01  -0.505506E-01   0.000000E+00   0.355468E+06   0.355468E+06   0.355468E+06  -0.839963E-02   0.185643E+06   0.185633E+06   0.775688E-02
   0.440122E+00   0.348881E+06   0.347232E+06  -0.187176E-01  -0.482979E-01   0.000000E+00   0.348623E+06   0.348623E+06   0.348623E+06  -0.823790E-02   0.182069E+06   0.182059E+06   0.744776E-02
   0.445913E+00   0.342166E+06   0.340557E+06  -0.996987E-02  -0.461461E-01   0.000000E+00   0.341914E+06   0.341914E+06   0.341914E+06  -0.807936E-02   0.178565E+06   0.178555E+06   0.715474E-02
   0.451780E+00   0.335534E+06   0.333962E+06  -0.148349E-01  -0.440840E-01   0.000000E+00   0.335288E+06   0.335288E+06   0.335288E+06  -0.792279E-02   0.175104E+06   0.175095E+06   0.689025E-02
   0.457725E+00   0.328952E+06   0.327413E+06  -0.200952E-01  -0.421041E-01   0.000000E+00   0.328712E+06   0.328712E+06   0.328712E+06  -0.776739E-02   0.171670E+06   0.171661E+06   0.665895E-02
   0.463747E+00   0.322413E+06   0.320903E+06  -0.241915E-01  -0.402022E-01   0.000000E+00   0.322177E+06   0.322177E+06   0.322177E+06  -0.761297E-02   0.168257E+06   0.168248E+06   0.645736E-02
   0.469849E+00   0.315934E+06   0.314449E+06  -0.146917E-01  -0.383776E-01   0.000000E+00   0.315702E+06   0.315702E+06   0.315702E+06  -0.745996E-02   0.164875E+06   0.164866E+06   0.627587E-02
   0.476031E+00   0.309547E+06   0.308088E+06  -0.101989E-01  -0.366314E-01   0.000000E+00   0.309319E+06   0.309319E+06   0.309319E+06  -0.730914E-02   0.161542E+06   0.161533E+06   0.610242E-02
   0.482295E+00   0.303290E+06   0.301856E+06  -0.178637E-01  -0.349647E-01   0.000000E+00   0.303066E+06   0.303066E+06   0.303066E+06  -0.716138E-02   0.158276E+06   0.158267E+06   0.592648E-02
   0.488641E+00   0.297189E+06   0.295781E+06  -0.130679E-01  -0.333772E-01   0.000000E+00   0.296969E+06   0.296969E+06   0.296969E+06  -0.701731E-02   0.155092E+06   0.155084E+06   0.574208E-02
   0.495070E+00   0.291253E+06   0.289874E+06  -0.137444E-01  -0.318665E-01   0.000000E+00   0.291037E+06   0.291037E+06   0.291037E+06  -0.687715E-02   0.151994E+06   0.151986E+06   0.554902E-02
   0.501584E+00   0.285473E+06   0.284124E+06  -0.151518E-01  -0.304281E-01   0.000000E+00   0.285262E+06   0.285262E+06   0.285262E+06  -0.674068E-02   0.148978E+06   0.148970E+06   0.535202E-02
   0.508184E+00   0.279825E+06   0.278505E+06  -0.105371E-01  -0.290564E-01   0.000000E+00   0.279618E+06   0.279618E+06   0.279618E+06  -0.660732E-02   0.146031E+06   0.146023E+06   0.515831E-02
   0.514870E+00   0.274280E+06   0.272989E+06  -0.935666E-02  -0.277458E-01   0.000000E+00   0.274078E+06   0.274078E+06   0.274078E+06  -0.647641E-02   0.143137E+06   0.143130E+06   0.497471E-02
   0.521645E+00   0.268816E+06   0.267552E+06  -0.866598E-02  -0.264913E-01   0.000000E+00   0.268618E+06   0.268618E+06   0.268618E+06  -0.634739E-02   0.140286E+06   0.140278E+06   0.480522E-02
   0.528508E+00   0.263422E+06   0.262183E+06  -0.105184E-01  -0.252899E-01   0.000000E+00   0.263228E+06   0.263228E+06   0.263228E+06  -0.622002E-02   0.137471E+06   0.137463E+06   0.464994E-02
   0.535462E+00   0.258102E+06   0.256887E+06  -0.112342E-01  -0.241397E-01   0.000000E+00   0.257911E+06   0.257911E+06   0.257911E+06  -0.609439E-02   0.134694E+06   0.134687E+06   0.450562E-02
   0.542508E+00   0.252869E+06   0.251677E+06  -0.933634E-02  -0.230399E-01   0.000000E+00   0.252682E+06   0.252682E+06   0.252682E+06  -0.597082E-02   0.131963E+06   0.131956E+06   0.436738E-02
   0.549646E+00   0.247739E+06   0.246570E+06  -0.909939E-02  -0.219900E-01   0.000000E+00   0.247556E+06   0.247556E+06   0.247556E+06  -0.584969E-02   0.129286E+06   0.129279E+06   0.423080E-02
   0.556878E+00   0.242723E+06   0.241577E+06  -0.114978E-01  -0.209888E-01   0.000000E+00   0.242544E+06   0.242544E+06   0.242544E+06  -0.573126E-02   0.126669E+06   0.126662E+06   0.409351E-02
   0.564205E+00   0.237823E+06   0.236701E+06  -0.835885E-02  -0.200345E-01   0.000000E+00   0.237648E+06   0.237648E+06   0.237648E+06  -0.561557E-02   0.124112E+06   0.124105E+06   0.395578E-02
   0.571629E+00   0.233032E+06   0.231933E+06  -0.906158E-02  -0.191243E-01   0.000000E+00   0.232860E+06   0.232860E+06   0.232860E+06  -0.550243E-02   0.121611E+06   0.121605E+06   0.381983E-02
   0.579150E+00   0.228336E+06   0.227260E+06  -0.828112E-02  -0.182553E-01   0.000000E+00   0.228167E+06   0.228167E+06   0.228167E+06  -0.539154E-02   0.119160E+06   0.119154E+06   0.368849E-02
   0.586770E+00   0.223722E+06   0.222669E+06  -0.859889E-02  -0.174249E-01   0.000000E+00   0.223557E+06   0.223557E+06   0.223557E+06  -0.528262E-02   0.116753E+06   0.116747E+06   0.356384E-02
   0.594491E+00   0.219185E+06   0.218153E+06  -0.818471E-02  -0.166310E-01   0.000000E+00   0.219023E+06   0.219023E+06   0.219023E+06  -0.517548E-02   0.114385E+06   0.114379E+06   0.344632E-02
   0.602313E+00   0.214723E+06   0.213712E+06  -0.720850E-02  -0.158720E-01   0.000000E+00   0.214565E+06   0.214565E+06   0.214565E+06  -0.507012E-02   0.112056E+06   0.112050E+06   0.333484E-02
   0.610238E+00   0.210342E+06   0.209351E+06  -0.622790E-02  -0.151469E-01   0.000000E+00   0.210187E+06   0.210187E+06   0.210187E+06  -0.496667E-02   0.109770E+06   0.109764E+06   0.322747E-02
   0.618267E+00   0.206047E+06   0.205076E+06  -0.645948E-02  -0.144548E-01   0.000000E+00   0.205895E+06   0.205895E+06   0.205895E+06  -0.486526E-02   0.107529E+06   0.107523E+06   0.312252E-02
   0.626402E+00   0.201842E+06   0.200890E+06  -0.621527E-02  -0.137944E-01   0.000000E+00   0.201693E+06   0.201693E+06   0.201693E+06  -0.476597E-02   0.105334E+06   0.105329E+06   0.301921E-02
   0.634645E+00   0.197726E+06   0.196794E+06  -0.612151E-02  -0.131644E-01   0.000000E+00   0.197580E+06   0.197580E+06   0.197580E+06  -0.466877E-02   0.103186E+06   0.103180E+06   0.291781E-02
   0.642995E+00   0.193692E+06   0.192780E+06  -0.580722E-02  -0.125631E-01   0.000000E+00   0.193550E+06   0.193550E+06   0.193550E+06  -0.457354E-02   0.101081E+06   0.101076E+06   0.281926E-02
   0.651455E+00   0.189737E+06   0.188843E+06  -0.514176E-02  -0.119889E-01   0.000000E+00   0.189597E+06   0.189597E+06   0.189597E+06  -0.448013E-02   0.990170E+05   0.990116E+05   0.272446E-02
